Death Agency Number,URSUS Agency Name,Primary Name,Alternate URSUS Name,NCIC,ORI,Related County,Complaint Agency Name,gdrive_folder_name,Agency Website,CRP pra Agency name,MuckRock Agency ID,Agency Type (string),Post Name,Complaint Year,County,Complaint Type,Complaint Count,Alternate Name,resourceid,AGENCY_NAME
,,Placer County Probation Department,,6831,CA031013G,Placer County,Placer County Probation Department,Placer County Probation Dept,"{""url"": ""https://www.placer.ca.gov/1834/Probation-Department"", ""url_label"": """"}",Placer County Probation Department,19529.0,Probation Department,,,Placer,,,,d5f1294c-1902-4e7c-a12c-e4671bca8b59,PLACER CO PROBATION DEPARTMENT
,,Lincoln Police Department,,3103,CA0310300,Placer County,Lincoln Police Department,Lincoln Police Department,"{""url"": ""https://www.lincolnca.gov/en/living-here/police-department.aspx"", ""url_label"": """"}",Lincoln Police Department,19491.0,Police Department,LINCOLN PD,,Placer,,,,0ad2efd7-5ef5-4be8-9d0e-ad41bd30ee43,LINCOLN PD
,,Rocklin Police Department,,3104,CA0310400,Placer County,Rocklin Police Department,Rocklin Police Department,"{""url"": ""https://www.rocklin.ca.us/police"", ""url_label"": """"}",Rocklin Police Department,12167.0,Police Department,ROCKLIN PD,,Placer,,,,77b36c53-9cca-426f-91b3-335f19e45318,ROCKLIN PD
,,Roseville Police Department,,3105,CA0310500,Placer County,Roseville Police Department,Roseville Police Department,"{""url"": ""https://www.roseville.ca.us/government/departments/police_department"", ""url_label"": """"}",Roseville Police Department,9619.0,Police Department,ROSEVILLE PD,,Placer,,,,54854316-6e68-471a-a396-7cbdf3d4bb8c,ROSEVILLE PD
,,,,,CA031129E,,,,,,,,,,,,,,,UPRR ADMIN-NON REPORTING
,,Plumas County Sheriff,,3200,CA0320000,Plumas County,Plumas County Sheriff's Office,Plumas County Sheriff,"{""url"": ""https://www.plumascounty.us/587/SheriffCoroner"", ""url_label"": """"}",Plumas County Sheriff,11172.0,Sheriff,"PLUMAS CO SD, PLUMAS CO SO",,Plumas,,,,b109174a-ce64-4376-8b2c-02041a9084fa,PLUMAS SD
,,Plumas County District Attorney,,6332,CA032013A,Plumas County,Plumas County District Attorney,Plumas County District Attorney,"{""url"": ""https://www.plumascounty.us/1889/District-Attorney"", ""url_label"": """"}",Plumas County District Attorney,19857.0,Probation Department,PLUMAS CO DA,,Plumas,,,,9b9527c6-5c6a-48c9-b0f0-621f0a79f7b3,
,,Plumas County Probation Department,,6832,CA032013G,Plumas County,Plumas County Probation Department,Plumas County Probation Department,"{""url"": ""https://www.plumascounty.us/90/Probation"", ""url_label"": """"}",Plumas County Probation Department,19530.0,Sheriff,,,Plumas,,,,42ab687c-e323-4917-8af3-11b5c271ab18,PLUMAS CO PROBATION DEPARTMENT
,,Riverside County Sheriff,,3300,CA0330000,Riverside County,Riverside County Sheriff's Department,Riverside County Sheriff,"{""url"": ""https://www.riversidesheriff.org/"", ""url_label"": """"}",Riverside County Sheriff,806.0,Sheriff,RIVERSIDE CO SD,"2023-01, 2023-01",Riverside,"Race Ethnicity Sustained, Gender Sustained","1, 1",,8d92e4e8-f4cc-44db-b3f1-95b32b15a063,RIVERSIDE SD
,,Banning Police Department,,3301,CA0330100,Riverside County,Banning Police Department,Banning Police Department,"{""url"": ""http://www.banning.ca.us/17/Police-Department"", ""url_label"": """"}",Banning Police Department,19692.0,Police Department,BANNING PD,,Riverside,,,,a3caca29-9539-421a-bc4d-355e85864f84,BANNING PD
,,Riverside County District Attorney,,6333,CA033013A,Riverside County,Riverside County District Attorney,Riverside County District Attorney,"{""url"": ""https://rivcoda.org/"", ""url_label"": """"}",Riverside County District Attorney,18124.0,District Attorney,RIVERSIDE CO DA,,Riverside,,,,2766b3af-5ed6-41c0-abd2-d9462559c599,RIVERSIDE COUNTY DISTRICT ATTORNEYS OFFICE
,,Riverside County Probation Department,,6833,CA033013G,Riverside County,Riverside County Probation Department,Riverside County Probation Department,"{""url"": ""https://rivcoprobation.org/"", ""url_label"": """"}",Riverside County Probation Department,19536.0,Probation Department,,,Riverside,,,,c76509bf-4100-4925-ad8d-0dcf305d5133,RIVERSIDE CO PROBATION DEPARTMENT
,,Beaumont Police Department,,3302,CA0330200,Riverside County,Beaumont Police Department,Beaumont Police Department,"{""url"": ""https://beaumontpd.org/1165/Police-Department"", ""url_label"": """"}",Beaumont Police Department,19683.0,Police Department,BEAUMONT PD,,Riverside,,,,461fef0e-e1fb-40a6-9471-a3481b8b833f,BEAUMONT PD
,,Blythe Police Department,,3303,CA0330300,Riverside County,Blythe Police Department,Blythe Police Department,"{""url"": ""https://www.cityofblythe.ca.gov/directory.aspx?did=73"", ""url_label"": """"}",Blythe Police Department,11844.0,Police Department,BLYTHE PD,,Riverside,,,,911e1702-22d4-499d-bdd2-1a55a8ca3926,BLYTHE PD
,,Desert Hot Springs Police Department,,3306,CA0330600,Riverside County,Desert Hot Springs Police Dept,Desert Hot Springs Police Department,"{""url"": ""https://www.cityofdhs.org/departments/police/"", ""url_label"": """"}",Desert Hot Springs Police Department,18705.0,Police Department,DESERT HOT SPRINGS  PD,,Riverside,,,,68d642c7-53a6-462b-8685-460c9cf0897a,DESERT HOT SPRINGS PD
,,Hemet Police Department,,3308,CA0330800,Riverside County,Hemet Police Department,Hemet Police Department,"{""url"": ""https://hemetpd.com/"", ""url_label"": """"}",Hemet Police Department,19697.0,Police Department,HEMET PD,,Riverside,,,,2497d47b-0218-4bdf-b3f7-2b82104dd9fb,HEMET PD
,,Indio Police Department,,3309,CA0330900,Riverside County,Indio Police Department,Indio Police Department,"{""url"": ""https://www.indiopd.org/"", ""url_label"": """"}",Indio Police Department,19694.0,Police Department,INDIO PD,,Riverside,,,,391d5d1e-881e-4cfc-aa0b-ccac1af3d88f,INDIO PD
,,Palm Springs Police Department,,3311,CA0331100,Riverside County,Palm Springs Police Department,Palm Springs Police Department,"{""url"": ""https://www.palmspringsca.gov/government/departments/police"", ""url_label"": """"}",Palm Springs Police Department,4824.0,Police Department,PALM SPRINGS PD,,Riverside,,,,61d11dfe-a550-4194-870a-0388f8fbc7b7,PALM SPRINGS PD
,,Riverside Police Department,,3313,CA0331300,Riverside County,Riverside Police Department,Riverside Police Department,"{""url"": ""https://riversideca.gov/rpd/"", ""url_label"": """"}",Riverside Police Department,5225.0,Police Department,RIVERSIDE PD,,Riverside,,,,3b21885e-e240-49af-b4a1-f5920a7900e4,RIVERSIDE PD
,,Corona Police Department,,3315,CA0331500,Riverside County,Corona Police Department,Corona Police Department,"{""url"": ""https://www.coronaca.gov/government/departments/police-department"", ""url_label"": """"}",Corona Police Department,8989.0,Police Department,CORONA PD,,Riverside,,,,892fa151-7a4c-4b7c-bb77-41e982e9eb4a,CORONA PD
,,Cathedral City Police Department,,3325,CA0332500,Riverside County,Cathedral City Police Department,Cathedral City Police Department,"{""url"": ""https://www.cathedralcitypolice.com/"", ""url_label"": """"}",Cathedral City Police Department,11876.0,Police Department,CATHEDRAL CITY PD,,Riverside,,,,6aabec1f-71d8-4a7a-b7b7-9ac9024aa704,CATHEDRAL CITY PD
,,Murrieta Police Department,,3342,CA0334200,Riverside County,Murrieta Police Department,Murrieta Police Department,"{""url"": ""https://www.murrietaca.gov/1409/Police"", ""url_label"": """"}",Murrieta Police Department,9581.0,Police Department,MURRIETA PD,,Riverside,,,,b7d1cce5-d282-4200-9ab1-ace5a3f1ff57,MURRIETA PD
,,,,,CA0334400,,,,,,,,,,,,,,,RIVERSIDE COMM COLLEGE PD
,,Menifee Police Department,,3349,CA0334900,Riverside County,Menifee Police Department,Menifee Police Department,"{""url"": ""https://menifeepolice.org/"", ""url_label"": """"}",Menifee Police Department,33370.0,Police Department,MENIFEE PD,,Riverside,,,,23eee251-d577-4ebf-900e-b1d632cd46d5,MENIFEE PD
,,UC Riverside Police Department,,3397,CA0339700,Riverside County,"UC Riverside, University Police",UC Riverside Police Department,"{""url"": ""https://police.ucr.edu/"", ""url_label"": """"}",UC Riverside Police Department,19833.0,UC,UC RIVERSIDE PD,,Riverside,,,,f0e69b6a-119e-45ff-8ed1-e1878c07ebbd,UC RIVERSIDE
,,Sacramento County Sheriff,,3400,CA0340000,Sacramento County,Sacramento County Sheriff's Department,Sacramento County Sheriff,"{""url"": ""https://www.sacsheriff.com/"", ""url_label"": """"}",Sacramento County Sheriff,808.0,Sheriff,SACRAMENTO CO SD,,Sacramento,,,,0cf5cc6c-c6cd-4331-a094-a360d734503e,SACRAMENTO SD
,,Folsom Police Department,,3401,CA0340100,Sacramento County,Folsom Police Department,Folsom Police Department,"{""url"": ""https://www.folsom.ca.us/government/police"", ""url_label"": """"}",Folsom Police Department,19458.0,Police Department,FOLSOM PD,,Sacramento,,,,7053d5fe-fda9-43a8-b8ca-432febd4a435,FOLSOM PD
,,Sacramento County District Attorney,,6334,CA034013A,Sacramento County,Sacramento County District Attorney,Sacramento County District Attorney,"{""url"": ""https://www.sacda.org/"", ""url_label"": """"}",Sacramento County District Attorney,18068.0,District Attorney,"SACRAMENTO CO DA, CRIME, SACRAMENTO CO DA, CRIME  , SACRAMENTO CO DA, FS     , SACRAMENTO CO DA",,Sacramento,,,,cab6f213-13ca-4fc7-8e9c-d727db97f6a2,SACRAMENTO CO DISTRICT ATTORNEYS OFFICE
,,Sacramento County Probation Department,,6834,CA034013G,Sacramento County,Sacramento County Probation Department,Sacramento County Probation Department,"{""url"": ""https://saccoprobation.saccounty.gov/Pages/default.aspx"", ""url_label"": """"}",Sacramento County Probation Department,19546.0,Probation Department,,,Sacramento,,,,db176706-2caf-4885-9047-75ed9c5ce561,SACRAMENTO CO PROBATION DEPARTMENT
,,Galt Police Department,,3402,CA0340200,Sacramento County,Galt Police Department,Galt Police Department,"{""url"": ""https://www.cityofgalt.org/government/police-department"", ""url_label"": """"}",Galt Police Department,5646.0,Police Department,GALT PD,,Sacramento,,,,51342f49-9704-4a9f-940e-abf4e356d566,GALT PD
,,,,,CA034035G,,,,,,,,,,,,,,,CALIFORNIA DEPARTMENT OF CORRECTIONS AND REHABILITATION
,,Sacramento Police Department,,3404,CA0340400,Sacramento County,Sacramento Police Department,Sacramento Police Department,"{""url"": ""https://www.cityofsacramento.gov/police"", ""url_label"": """"}",Sacramento Police Department,631.0,Police Department,SACRAMENTO PD,,Sacramento,,,,c1fc1e6a-a54b-4e89-8758-80f9ad68b4b0,SACRAMENTO PD
,,California Department of Forestry and Fire Protection (Cal Fire),,7520,CA0340500,,Dept of Forestry & Fire Protection,California Department of Forestry and Fire Protection (Cal Fire),"{""url"": ""https://www.fire.ca.gov/"", ""url_label"": """"}",California Department of Forestry and Fire Protection (Cal Fire),334.0,State Agency (not prisons),"CAL FIRE, CA STATE FIRE MARSHAL, CAL FIRE - OFFICE OF STATE FIRE MARSHAL",,Statewide,,,,89e4aefe-c6a5-4bfa-afaa-147e6fbb3c02,CAL FIRE-SAC HQ (Forestry and Fire Protection)
,,,,,CA0340740,,,,,,,,,,,,,,,CA DEPARTMENT OF MOTOR VEHICLES
,,CSU Sacramento Police Department,,3408,CA0340800,Sacramento County,"CSU Sacramento, University Police",CSU Sacramento Police Department,"{""url"": ""https://www.csus.edu/campus-safety/police-department/"", ""url_label"": """"}",CSU Sacramento Police Department,19783.0,CSU,"CSU SACRAMENTO UNIVERSITY PD, CSU SACRAMENTO PD",,Sacramento,,,,4db8d0ad-adfe-49f0-815d-a106d3d1f7d4,CSU SACRAMENTO
,,Sacramento County Regional Parks,,,CA0340C00,Sacramento County,,Sacramento County Regional Parks Department,"{""url"": ""https://regionalparks.saccounty.gov/Rangers/Pages/AboutRangers.aspx"", ""url_label"": """"}",Sacramento County Regional Parks Department,19752.0,County Agency,SACRAMENTO CO REG PARKS DEPT,,Sacramento,,,,e8957431-582a-4ce8-85f9-3fc1cf5f1847,SACRAMENTO CO REGIONAL PARKS
,,Elk Grove Police Department,,,CA0340H00,Sacramento County,Elk Grove Police Department,,"{""url"": ""https://www.elkgrovepd.org/"", ""url_label"": """"}",,,Police Department,ELK GROVE PD,,Sacramento,,,,047b959b-d74f-464c-8546-f43f9b7e7026,ELK GROVE PD
,,Elk Grove Unified School District Police Department,,6644,CA0340H00,Sacramento County,Elk Grove Unified School District PD,Elk Grove Unified School District,"{""url"": ""https://www.egusd.net/Departments/Safety-and-Security/index.html"", ""url_label"": """"}",Elk Grove Unified School District,9703.0,K-12,ELK GROVE UNIF SCH DIST,,Sacramento,,,,a4f01463-f695-47cf-8c55-cb0934010dbb,ELK GROVE PD
,,California Department of Parks & Recreation,,7510,CA0341200,,Dept of Parks and Recreation,California Department of State Parks and Recreation,"{""url"": ""https://www.parks.ca.gov/"", ""url_label"": """"}",California Department of State Parks and Recreation,,State Agency (not prisons),CA DEPT PARKS & RECREATION,,Statewide,,,,e9963149-1b23-4fff-9242-69e45f21c162,STATE PARKS (Parks & Recreation)
,,California Department of Insurance,,7501,CA0341300,,"Calif Dept of Insurance, Fraud Div",California Department of Insurance,"{""url"": ""https://www.insurance.ca.gov/"", ""url_label"": """"}",California Department of Insurance,19746.0,State Agency (not prisons),CA DEPT INSURANCE FRAUD,,Statewide,,,,5e0865b2-b185-4ce3-8da6-01d1e298ffeb,CALIFORNIA DEPARTMENT OF INSURANCE
,,Twin Rivers Unified School District Police,,3414,CA0341400,Sacramento County,Twin Rivers Unified School District PD,Twin Rivers Unified School District,"{""url"": ""https://www.trusd.net/Our-District/Police-Services/index.html"", ""url_label"": """"}",Twin Rivers Unified School District Police Department,19921.0,K-12,TWIN RIVERS USD PD,,Sacramento,,,,8690dba0-4da8-4ace-9e37-592c5148f715,TWIN RIVERS USD PD
,,,,,CA0341600,,,,,,,,,,,,,,,CA DEPARTMENT OF HEALTH CARE SERVICES
,,California Department of Fish and Wildlife,,7519,CA0341900,,Dept of Fish & Game/Law Enforcement Division,California Department of Fish and Wildlife,"{""url"": ""https://wildlife.ca.gov/"", ""url_label"": """"}",California Department of Fish and Wildlife,19608.0,State Agency (not prisons),CA DEPT FISH & WILDLIFE,,Statewide,,,,a0891357-b5b4-4382-84f0-6794907a3f6e,CA DEPTMENT OF FISH AND WILDLIFE
,,California Department of Alcoholic Beverage Control (ABC),,7515,CA0341A00,,Department of Alcoholic Beverage Control,California Department of Alcoholic Beverage Control (ABC),"{""url"": ""https://www.abc.ca.gov/"", ""url_label"": """"}",California Department of Alcoholic Beverage Control (ABC),19559.0,State Agency (not prisons),CA ALCOHOLIC BEVERAGE CONTROL,,Statewide,,,,1d2f289b-51d6-4789-b00f-c6791418819e,CA ALCOHOLIC BEVERAGE CONTROL
,,,,,CA0342000,,,,,,,,,,,,,,,CAL EXPO PD
,,,,,CA0342100,,,,,,,,,,,,,,,SACRAMENTO CO DEPARTMENT OF HUMAN ASSISTANCE INVESTIGATIONS DIVISION
,,California Secretary of State,,,CA0344600,,,California Secretary of State,"{""url"": ""https://www.sos.ca.gov/"", ""url_label"": """"}",California Secretary of State,6777.0,State Agency (not prisons),CA SECRETARY OF STATE OFC INV,,Statewide,,,,8190ce16-e002-45f2-8327-1339edd60bbb,CA SECRETARY OF STATE
,,Los Rios Police Department,,6637,CA0345400,Sacramento County,Los Rios CC District PD,Los Rios Police Department,"{""url"": ""https://police.losrios.edu/"", ""url_label"": """"}",Los Rios Police Department,19923.0,Community College,LOS RIOS CCD PD,,Sacramento,,,,96febada-bb9d-4ead-92b2-b6036eee64f5,LOS RIOS PD
,,,,,CA0349400,,,,,,,,,,,,,,,CA DEPARTMENT OF JUSTICE
,,California Department of Justice,,,CA0349477,,,California Department of Justice,"{""url"": ""https://oag.ca.gov/"", ""url_label"": """"}",California Department of Justice,295.0,State Agency (not prisons),"CA DOJ, GAMBLING CNTRL, CA DOJ, MEDI-CAL FRAUD, CA DOJ, GAMBLING CNTRL , CA DOJ, MEDI-CAL FRAUD  , CA DEPT JUSTICE, DOJ MEDI-CAL FRAUD/ELDER ABUSE",,Statewide,,,,6b7fd3c4-17fe-414e-a5b2-83a3a4d88208,
,,Citrus Heights Police Department,,3496,CA0349600,Sacramento County,Citrus Heights Police Department,Citrus Heights Police Department,"{""url"": ""https://www.citrusheights.net/1254/Police-Department"", ""url_label"": """"}",Citrus Heights Police Department,11889.0,Police Department,CITRUS HEIGHTS PD,,Sacramento,,,,984a546e-0cfe-4c81-951d-b6b3e74eac57,CITRUS HEIGHTS PD
,,,,,CA0349900,,,,,,,,,,,,,,,CHP
,,San Benito County Sheriff,,3500,CA0350000,San Benito County,San Benito County Sheriff's Department,San Benito County Sheriff,"{""url"": ""https://www.sanbenitocountyca.gov/departments/sheriff-s-office"", ""url_label"": """"}",San Benito County Sheriff,11168.0,Sheriff,"SAN BENITO CO SD, SAN BENITO CO SO",,San Benito,,,,77534883-4245-44af-bac5-541e8e3e5fdb,SAN BENITO SD
,,Hollister Police Department,,3501,CA0350100,San Benito County,Hollister Police Department,Hollister Police Department,"{""url"": ""https://hollister.ca.gov/government/police/index.php"", ""url_label"": """"}",Hollister Police Department,19473.0,Police Department,HOLLISTER PD,,San Benito,,,,5bfa0627-97a4-44c2-8c0a-63bbe8c1803f,HOLLISTER PD
,,,,,CA035013G,,,,,,,,,,,,,,,SAN BENITO COUNTY PROBATION
,,San Bernardino County Sheriff,,3600,CA0360000,San Bernardino County,San Bernardino County Sheriff's Department,San Bernardino County Sheriff,"{""url"": ""https://wp.sbcounty.gov/sheriff/"", ""url_label"": """"}",San Bernardino County Sheriff,4410.0,Sheriff,SAN BERNARDINO CO SD,,San Bernardino,,,,147c13b7-0209-490a-a2f0-1fa530e4ad81,SAN BERNARDINO SD
,,,,,CA0360100,,,,,,,,,,,,,,,BARSTOW PD
,,,,,CA036013G,,,,,,,,,,,,,,,SAN BERNARDINO CO PROBATION DEPARTMENT
,,Chino Police Department,,3602,CA0360200,San Bernardino County,Chino Police Department,Chino Police Department,"{""url"": ""https://www.cityofchino.org/231/Police"", ""url_label"": """"}",Chino Police Department,11887.0,Police Department,CHINO PD,,San Bernardino,,,,f66a7266-4906-4b7c-8580-6d33e941f1cd,CHINO PD
,,San Bernardino County District Attorney,,6336,CA036023A,San Bernardino County,San Bernardino Co District Attorney,San Bernardino County District Attorney,"{""url"": ""https://sbcountyda.org/"", ""url_label"": """"}",San Bernardino County District Attorney,18099.0,District Attorney,"SAN BERNARDINO CO DA, SAN BERNARDINO CO DA CHIL",,San Bernardino,,,,84236fa5-a1f3-40d9-a23e-d485669a25a3,SAN BERNARDINO DISTRICT ATTORNEY
,,Colton Police Department,,3603,CA0360300,San Bernardino County,Colton Police Department,Colton Police Department,"{""url"": ""https://www.coltonpd.org/"", ""url_label"": """"}",Colton Police Department,19704.0,Police Department,COLTON PD,2018-01,San Bernardino,Gender Sustained,1,,74309acc-44eb-4d61-86c8-c3bd251f6bbf,COLTON PD
